"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G41006700321111","410670321111","13","2"
"G41006700321112","410670321112","12","1"
"G41006700321121","410670321121","24","4"
"G41006700321122","410670321122","29","5"
"G41006700321123","410670321123","22","4"
"G41006700321124","410670321124","13","2"
"G41006700322011","410670322011","14","2"
"G41006700322012","410670322012","18","3"
"G41006700322021","410670322021","6","1"
"G41006700322022","410670322022","8","1"
"G41006700322023","410670322023","9","1"
"G41006700323011","410670323011","12","2"
"G41006700323021","410670323021","12","2"
"G41006700323022","410670323022","22","4"
"G41006700323023","410670323023","24","4"
"G41006700323024","410670323024","14","2"
"G41006700324041","410670324041","19","3"
"G41006700324042","410670324042","27","5"
"G41006700324043","410670324043","21","3"
"G41006700324044","410670324044","28","5"
"G41006700324045","410670324045","26","4"
"G41006700324071","410670324071","22","4"
"G41006700324072","410670324072","22","4"
"G41006700324091","410670324091","37","7"
"G41006700324092","410670324092","32","6"
"G41006700324101","410670324101","27","5"
"G41006700324102","410670324102","34","6"
"G41006700324103","410670324103","41","8"
"G41006700324111","410670324111","22","4"
"G41006700324112","410670324112","23","4"
"G41006700324113","410670324113","19","3"
"G41006700324121","410670324121","15","2"
"G41006700324122","410670324122","21","3"
"G41006700324123","410670324123","28","5"
"G41006700324131","410670324131","18","3"
"G41006700324132","410670324132","18","3"
"G41006700324141","410670324141","17","2"
"G41006700324142","410670324142","18","3"
"G41006700324143","410670324143","11","1"
"G41006700325011","410670325011","36","7"
"G41006700325012","410670325012","PH","PH"
"G41006700325013","410670325013","GQ","GQ"
"G41006700325021","410670325021","PH","PH"
"G41006700325022","410670325022","37","7"
"G41006700325031","410670325031","25","4"
"G41006700325032","410670325032","29","5"
"G41006700326031","410670326031","20","3"
"G41006700326032","410670326032","21","3"
"G41006700326033","410670326033","14","2"
"G41006700326034","410670326034","14","2"
"G41006700326035","410670326035","13","2"
"G41006700326041","410670326041","27","5"
"G41006700326042","410670326042","27","5"
"G41006700326043","410670326043","27","5"
"G41006700326044","410670326044","27","5"
"G41006700326045","410670326045","27","5"
"G41006700326061","410670326061","30","5"
"G41006700326062","410670326062","27","5"
"G41006700326063","410670326063","25","4"
"G41006700326064","410670326064","24","4"
"G41006700326065","410670326065","22","4"
"G41006700326081","410670326081","PH","PH"
"G41006700326082","410670326082","22","4"
"G41006700326091","410670326091","PH","PH"
"G41006700326092","410670326092","17","2"
"G41006700326101","410670326101","21","3"
"G41006700326102","410670326102","24","4"
"G41006700326111","410670326111","29","5"
"G41006700326112","410670326112","28","5"
"G41006700326121","410670326121","20","3"
"G41006700326122","410670326122","PH","PH"
"G41006700326123","410670326123","20","3"
"G41006700326124","410670326124","20","3"
"G41006700326125","410670326125","PH","PH"
"G41006700327001","410670327001","8","1"
"G41006700327002","410670327002","21","3"
"G41006700327003","410670327003","77","10"
"G41006700327004","410670327004","6","1"
"G41006700328001","410670328001","8","1"
"G41006700329011","410670329011","39","7"
"G41006700329012","410670329012","38","7"
"G41006700329013","410670329013","25","4"
"G41006700329031","410670329031","37","7"
"G41006700329032","410670329032","36","7"
"G41006700329041","410670329041","23","4"
"G41006700329042","410670329042","33","6"
"G41006700329043","410670329043","32","6"
"G41006700330001","410670330001","15","2"
"G41006700330002","410670330002","14","2"
"G41006700330003","410670330003","10","1"
"G41006700330004","410670330004","12","2"
"G41006700331011","410670331011","28","5"
"G41006700331012","410670331012","25","4"
"G41006700331021","410670331021","34","6"
"G41006700331022","410670331022","29","5"
"G41006700332011","410670332011","25","4"
"G41006700332012","410670332012","27","5"
"G41006700332013","410670332013","28","5"
"G41006700332021","410670332021","GQ","GQ"
"G41006700332022","410670332022","28","5"
"G41006700333011","410670333011","18","3"
"G41006700333012","410670333012","41","8"
"G41006700333013","410670333013","36","7"
"G41006700333014","410670333014","24","4"
"G41006700333015","410670333015","29","5"
"G41006700333021","410670333021","21","3"
"G41006700333022","410670333022","14","2"
"G41006700333023","410670333023","11","1"
"G41006700334001","410670334001","8","1"
"G41006700334002","410670334002","27","5"
"G41006700335001","410670335001","15","2"
"G41006700335002","410670335002","26","4"
"G41006700335003","410670335003","18","3"
"G41006700336001","410670336001","14","2"
"G41006700336002","410670336002","20","3"
"G41006700336003","410670336003","27","5"
"G41006909601001","410699601001","76","10"
"G41006909601002","410699601002","52","9"
"G41007100301011","410710301011","5","1"
"G41007100301012","410710301012","15","2"
"G41007100301013","410710301013","26","4"
"G41007100301021","410710301021","15","2"
"G41007100301022","410710301022","35","6"
"G41007100301023","410710301023","19","3"
"G41007100301024","410710301024","29","5"
"G41007100301025","410710301025","24","4"
"G41007100302011","410710302011","26","4"
"G41007100302012","410710302012","25","4"
"G41007100302013","410710302013","27","5"
"G41007100302014","410710302014","GQ","GQ"
"G41007100302021","410710302021","37","7"
"G41007100302022","410710302022","36","7"
"G41007100302023","410710302023","40","7"
"G41007100303021","410710303021","14","2"
"G41007100303022","410710303022","9","1"
"G41007100303031","410710303031","28","5"
"G41007100303032","410710303032","20","3"
"G41007100303033","410710303033","22","4"
"G41007100303041","410710303041","6","1"
"G41007100303042","410710303042","13","2"
"G41007100303043","410710303043","31","6"
"G41007100303044","410710303044","43","8"
"G41007100304001","410710304001","21","3"
"G41007100304002","410710304002","12","2"
"G41007100304003","410710304003","27","5"
"G41007100304004","410710304004","20","3"
"G41007100304005","410710304005","25","4"
"G41007100305011","410710305011","16","2"
"G41007100305012","410710305012","34","6"
"G41007100305013","410710305013","48","9"
"G41007100305014","410710305014","GQ","GQ"
"G41007100305021","410710305021","43","8"
"G41007100305022","410710305022","57","9"
"G41007100305023","410710305023","57","9"
"G41007100305024","410710305024","53","9"
"G41007100306011","410710306011","54","9"
"G41007100306012","410710306012","53","9"
"G41007100306013","410710306013","59","9"
"G41007100306021","410710306021","24","4"
"G41007100306022","410710306022","16","2"
"G41007100306023","410710306023","28","5"
"G41007100307021","410710307021","40","7"
"G41007100307022","410710307022","42","8"
"G41007100307023","410710307023","38","7"
"G41007100307024","410710307024","35","6"
"G41007100307031","410710307031","48","9"
"G41007100307032","410710307032","28","5"
"G41007100307041","410710307041","28","5"
"G41007100307042","410710307042","22","4"
"G41007100308011","410710308011","46","8"
"G41007100308012","410710308012","36","7"
"G41007100308013","410710308013","38","7"
"G41007100308021","410710308021","43","8"
"G41007100308022","410710308022","GQ","GQ"
"G41007100309001","410710309001","40","7"
"G41007100309002","410710309002","23","4"
"G41007100310001","410710310001","18","3"
"G41007100310002","410710310002","39","7"
"G42000100301011","420010301011","45","3"
"G42000100301012","420010301012","42","3"
"G42000100301031","420010301031","37","2"
"G42000100301041","420010301041","44","3"
"G42000100301042","420010301042","72","7"
"G42000100302001","420010302001","60","5"
"G42000100302002","420010302002","65","6"
"G42000100302003","420010302003","63","6"
"G42000100303001","420010303001","49","4"
"G42000100303002","420010303002","60","5"
"G42000100304001","420010304001","62","5"
"G42000100304002","420010304002","55","4"
"G42000100304003","420010304003","54","4"
"G42000100304004","420010304004","64","6"
"G42000100304005","420010304005","58","5"
"G42000100305001","420010305001","64","6"
"G42000100305002","420010305002","54","4"
"G42000100306001","420010306001","47","4"
"G42000100306002","420010306002","48","4"
"G42000100306003","420010306003","42","3"
"G42000100307001","420010307001","52","4"
"G42000100307002","420010307002","50","4"
"G42000100307003","420010307003","59","5"
"G42000100307004","420010307004","50","4"
"G42000100308011","420010308011","74","7"
"G42000100308012","420010308012","51","4"
"G42000100308021","420010308021","52","4"
"G42000100308022","420010308022","70","6"
"G42000100308031","420010308031","48","4"
"G42000100308032","420010308032","40","3"
"G42000100309011","420010309011","67","6"
"G42000100309012","420010309012","58","5"
"G42000100309021","420010309021","71","7"
"G42000100309022","420010309022","50","4"
"G42000100310001","420010310001","53","4"
"G42000100311011","420010311011","70","6"
"G42000100311012","420010311012","69","6"
"G42000100311013","420010311013","70","6"
"G42000100311021","420010311021","41","3"
"G42000100312011","420010312011","45","3"
"G42000100312012","420010312012","12","1"
"G42000100312013","420010312013","50","4"
"G42000100312021","420010312021","42","3"
"G42000100312022","420010312022","37","2"
"G42000100312031","420010312031","42","3"
"G42000100312032","420010312032","43","3"
"G42000100313001","420010313001","53","4"
"G42000100313002","420010313002","66","6"
"G42000100313003","420010313003","55","4"
"G42000100314011","420010314011","55","4"
"G42000100314012","420010314012","44","3"
"G42000100314013","420010314013","35","2"
"G42000100314014","420010314014","31","2"
"G42000100314021","420010314021","49","4"
"G42000100314022","420010314022","55","4"
"G42000100315011","420010315011","GQ","GQ"
"G42000100315012","420010315012","54","4"
"G42000100315021","420010315021","52","4"
"G42000100315022","420010315022","66","6"
"G42000100315023","420010315023","46","3"
"G42000100315024","420010315024","77","7"
"G42000100316001","420010316001","36","2"
"G42000100316002","420010316002","35","2"
"G42000100316003","420010316003","46","3"
"G42000100316004","420010316004","37","2"
"G42000100316005","420010316005","45","3"
"G42000100317001","420010317001","51","4"
"G42000100317002","420010317002","53","4"
"G42000300103011","420030103011","GQ-PH","GQ-PH"
"G42000300103021","420030103021","GQ-PH","GQ-PH"
"G42000300103022","420030103022","76","7"
"G42000300201001","420030201001","GQ","GQ"
"G42000300201002","420030201002","28","2"
"G42000300201003","420030201003","27","2"
"G42000300201004","420030201004","PH","PH"
"G42000300201005","420030201005","22","1"
"G42000300203001","420030203001","24","1"
"G42000300305001","420030305001","75","7"
"G42000300305002","420030305002","65","6"
"G42000300305003","420030305003","79","8"
"G42000300402001","420030402001","89","9"
"G42000300402002","420030402002","GQ","GQ"
"G42000300404001","420030404001","27","2"
"G42000300404002","420030404002","69","6"
"G42000300405001","420030405001","QDI","QDI"
"G42000300405002","420030405002","79","8"
"G42000300406001","420030406001","62","5"
"G42000300406002","420030406002","62","5"
"G42000300409001","420030409001","74","7"
"G42000300409002","420030409002","77","7"
"G42000300409003","420030409003","74","7"
"G42000300501001","420030501001","83","8"
"G42000300501002","420030501002","83","8"
"G42000300506001","420030506001","89","9"
"G42000300506002","420030506002","89","9"
"G42000300509001","420030509001","80","8"
"G42000300510001","420030510001","73","7"
"G42000300510002","420030510002","GQ","GQ"
"G42000300511001","420030511001","77","7"
"G42000300603001","420030603001","36","2"
"G42000300603002","420030603002","36","2"
"G42000300605001","420030605001","68","6"
"G42000300605002","420030605002","65","6"
"G42000300703001","420030703001","20","1"
"G42000300703002","420030703002","22","1"
"G42000300703003","420030703003","19","1"
"G42000300705001","420030705001","20","1"
"G42000300705002","420030705002","34","2"
"G42000300705003","420030705003","24","1"
"G42000300706001","420030706001","27","2"
"G42000300706002","420030706002","30","2"
"G42000300708001","420030708001","17","1"
"G42000300708002","420030708002","13","1"
"G42000300709001","420030709001","29","2"
"G42000300709002","420030709002","6","1"
"G42000300709003","420030709003","39","3"
"G42000300709004","420030709004","62","5"
"G42000300802001","420030802001","59","5"
"G42000300802002","420030802002","67","6"
"G42000300804001","420030804001","59","5"
"G42000300804002","420030804002","64","6"
"G42000300806001","420030806001","36","2"
"G42000300806002","420030806002","35","2"
"G42000300807001","420030807001","39","3"
"G42000300807002","420030807002","10","1"
"G42000300809001","420030809001","58","5"
"G42000300809002","420030809002","27","2"
"G42000300901001","420030901001","37","2"
"G42000300901002","420030901002","50","4"
"G42000300902001","420030902001","43","3"
"G42000300902002","420030902002","43","3"
"G42000300902003","420030902003","45","3"
"G42000300903001","420030903001","66","6"
"G42000300903002","420030903002","62","5"
"G42000301005001","420031005001","60","5"
"G42000301005002","420031005002","74","7"
"G42000301011001","420031011001","47","4"
"G42000301011002","420031011002","53","4"
"G42000301011003","420031011003","55","4"
"G42000301014001","420031014001","53","4"
"G42000301014002","420031014002","50","4"
"G42000301014003","420031014003","53","4"
"G42000301014004","420031014004","46","3"
"G42000301018001","420031018001","52","4"
"G42000301018002","420031018002","57","5"
"G42000301019001","420031019001","80","8"
"G42000301019002","420031019002","64","6"
"G42000301019003","420031019003","67","6"
"G42000301102001","420031102001","22","1"
"G42000301102002","420031102002","19","1"
"G42000301102003","420031102003","24","1"
"G42000301102004","420031102004","22","1"
"G42000301106001","420031106001","31","2"
"G42000301106002","420031106002","21","1"
"G42000301106003","420031106003","27","2"
"G42000301113001","420031113001","31","2"
"G42000301113002","420031113002","41","3"
"G42000301113003","420031113003","72","7"
"G42000301113004","420031113004","36","2"
"G42000301114001","420031114001","62","5"
"G42000301114002","420031114002","62","5"
"G42000301115001","420031115001","80","8"
"G42000301115002","420031115002","79","8"
"G42000301115003","420031115003","80","8"
"G42000301203001","420031203001","96","10"
"G42000301203002","420031203002","100","10"
"G42000301209001","420031209001","97","10"
"G42000301209002","420031209002","99","10"
"G42000301302001","420031302001","96","10"
"G42000301302002","420031302002","99","10"
"G42000301306001","420031306001","99","10"
"G42000301306002","420031306002","98","10"
"G42000301307001","420031307001","100","10"
"G42000301307002","420031307002","100","10"
"G42000301307003","420031307003","100","10"
"G42000301308001","420031308001","100","10"
"G42000301308002","420031308002","97","10"
"G42000301308003","420031308003","87","9"
"G42000301401001","420031401001","GQ","GQ"
"G42000301401002","420031401002","GQ","GQ"
"G42000301401003","420031401003","PH","PH"
"G42000301402001","420031402001","GQ","GQ"
"G42000301402002","420031402002","16","1"
"G42000301403001","420031403001","20","1"
"G42000301403002","420031403002","11","1"
"G42000301403003","420031403003","15","1"
"G42000301403004","420031403004","21","1"
"G42000301403005","420031403005","19","1"
"G42000301404001","420031404001","12","1"
"G42000301404002","420031404002","11","1"
"G42000301404003","420031404003","13","1"
"G42000301405001","420031405001","59","5"
"G42000301405002","420031405002","57","5"
"G42000301408001","420031408001","21","1"
"G42000301408002","420031408002","13","1"
"G42000301408003","420031408003","33","2"
"G42000301411001","420031411001","53","4"
"G42000301412001","420031412001","PH","PH"
"G42000301412002","420031412002","31","2"
"G42000301412003","420031412003","20","1"
"G42000301413001","420031413001","45","3"
"G42000301413002","420031413002","38","3"
"G42000301413003","420031413003","45","3"
"G42000301414001","420031414001","27","2"
"G42000301414002","420031414002","20","1"
"G42000301414003","420031414003","24","1"
"G42000301414004","420031414004","27","2"
"G42000301414005","420031414005","39","3"
"G42000301516001","420031516001","66","6"
"G42000301516002","420031516002","67","6"
"G42000301517001","420031517001","47","4"
"G42000301517002","420031517002","57","5"
"G42000301517003","420031517003","53","4"
"G42000301517004","420031517004","52","4"
"G42000301517005","420031517005","51","4"
"G42000301517006","420031517006","49","4"
"G42000301608001","420031608001","81","8"
"G42000301608002","420031608002","66","6"
"G42000301609001","420031609001","37","2"
"G42000301609002","420031609002","38","3"
"G42000301609003","420031609003","34","2"
"G42000301610001","420031610001","94","10"
"G42000301702001","420031702001","56","5"
"G42000301702002","420031702002","46","3"
"G42000301702003","420031702003","51","4"
"G42000301702004","420031702004","49","4"
"G42000301706001","420031706001","68","6"
"G42000301706002","420031706002","89","9"
"G42000301803001","420031803001","93","10"
"G42000301803002","420031803002","93","10"
"G42000301803003","420031803003","93","10"
"G42000301807001","420031807001","80","8"
"G42000301807002","420031807002","88","9"
"G42000301807003","420031807003","86","9"
"G42000301903001","420031903001","40","3"
"G42000301903002","420031903002","62","5"
"G42000301911001","420031911001","69","6"
"G42000301911002","420031911002","57","5"
"G42000301914001","420031914001","75","7"
"G42000301914002","420031914002","83","8"
"G42000301915001","420031915001","83","8"
"G42000301915002","420031915002","67","6"
"G42000301916001","420031916001","82","8"
"G42000301916002","420031916002","81","8"
"G42000301916003","420031916003","81","8"
"G42000301916004","420031916004","82","8"
"G42000301916005","420031916005","84","8"
"G42000301917001","420031917001","74","7"
"G42000301917002","420031917002","56","5"
"G42000301918001","420031918001","70","6"
"G42000301918002","420031918002","75","7"
"G42000301918003","420031918003","69","6"
"G42000301918004","420031918004","62","5"
"G42000301918005","420031918005","66","6"
"G42000301918006","420031918006","69","6"
"G42000301918007","420031918007","68","6"
"G42000301919001","420031919001","75","7"
"G42000301919002","420031919002","71","7"
"G42000301919003","420031919003","74","7"
"G42000301920001","420031920001","80","8"
"G42000301920002","420031920002","80","8"
"G42000301920003","420031920003","78","8"
"G42000301920004","420031920004","81","8"
"G42000301920005","420031920005","80","8"
"G42000302022001","420032022001","91","9"
"G42000302022002","420032022002","91","9"
"G42000302022003","420032022003","97","10"
"G42000302023001","420032023001","78","8"
"G42000302023002","420032023002","60","5"
"G42000302023003","420032023003","66","6"
"G42000302023004","420032023004","77","7"
"G42000302413001","420032413001","86","9"
"G42000302413002","420032413002","83","8"
"G42000302413003","420032413003","87","9"
"G42000302509001","420032509001","87","9"
"G42000302509002","420032509002","65","6"
"G42000302602001","420032602001","73","7"
"G42000302602002","420032602002","84","8"
"G42000302607001","420032607001","68","6"
"G42000302607002","420032607002","68","6"
"G42000302613001","420032613001","89","9"
"G42000302613002","420032613002","72","7"
"G42000302614001","420032614001","89","9"
"G42000302614002","420032614002","89","9"
"G42000302614003","420032614003","91","9"
"G42000302614004","420032614004","88","9"
"G42000302615001","420032615001","98","10"
"G42000302615002","420032615002","90","9"
"G42000302620001","420032620001","90","9"
"G42000302620002","420032620002","89","9"
"G42000302620003","420032620003","88","9"
"G42000302701001","420032701001","71","7"
"G42000302701002","420032701002","73","7"
"G42000302703001","420032703001","79","8"
"G42000302703002","420032703002","83","8"
"G42000302708001","420032708001","63","6"
"G42000302708002","420032708002","68","6"
"G42000302708003","420032708003","62","5"
"G42000302716001","420032716001","87","9"
"G42000302716002","420032716002","97","10"
"G42000302716003","420032716003","94","10"
"G42000302716004","420032716004","95","10"
"G42000302814001","420032814001","88","9"
"G42000302814002","420032814002","89","9"
"G42000302815001","420032815001","87","9"
"G42000302815002","420032815002","89","9"
"G42000302901001","420032901001","99","10"
"G42000302901002","420032901002","91","9"
"G42000302901003","420032901003","94","10"
"G42000302902001","420032902001","97","10"
"G42000302902002","420032902002","96","10"
"G42000302902003","420032902003","93","10"
"G42000302902004","420032902004","96","10"
"G42000302902005","420032902005","90","9"
"G42000302904001","420032904001","91","9"
"G42000302904002","420032904002","80","8"
"G42000302904003","420032904003","87","9"
"G42000302904004","420032904004","88","9"
"G42000303001001","420033001001","95","10"
"G42000303001002","420033001002","99","10"
"G42000303001003","420033001003","98","10"
"G42000303001004","420033001004","91","9"
"G42000303001005","420033001005","95","10"
"G42000303102001","420033102001","70","6"
"G42000303102002","420033102002","83","8"
"G42000303102003","420033102003","86","9"
"G42000303204001","420033204001","82","8"
"G42000303204002","420033204002","83","8"
"G42000303206001","420033206001","63","6"
"G42000303206002","420033206002","61","5"
"G42000303207001","420033207001","74","7"
"G42000303207002","420033207002","81","8"
"G42000304011001","420034011001","69","6"
"G42000304011002","420034011002","54","4"
"G42000304011003","420034011003","77","7"
"G42000304011004","420034011004","82","8"
"G42000304012001","420034012001","98","10"
"G42000304012002","420034012002","88","9"
"G42000304012003","420034012003","99","10"
"G42000304012004","420034012004","80","8"
"G42000304013001","420034013001","78","8"
"G42000304013002","420034013002","79","8"
"G42000304013003","420034013003","60","5"
"G42000304020001","420034020001","90","9"
"G42000304020002","420034020002","88","9"
"G42000304020003","420034020003","93","10"
"G42000304020004","420034020004","96","10"
"G42000304035001","420034035001","96","10"
"G42000304035002","420034035002","93","10"
"G42000304035003","420034035003","98","10"
"G42000304035004","420034035004","99","10"
"G42000304035005","420034035005","96","10"
"G42000304040001","420034040001","85","9"
"G42000304050001","420034050001","63","6"
"G42000304060001","420034060001","62","5"
"G42000304060002","420034060002","69","6"
"G42000304070011","420034070011","78","8"
"G42000304070012","420034070012","72","7"
"G42000304070013","420034070013","41","3"
"G42000304070014","420034070014","40","3"
"G42000304070021","420034070021","55","4"
"G42000304070022","420034070022","55","4"
"G42000304070023","420034070023","55","4"
"G42000304070024","420034070024","53","4"
"G42000304080011","420034080011","24","1"
"G42000304080012","420034080012","27","2"
"G42000304080013","420034080013","28","2"
"G42000304080021","420034080021","39","3"
"G42000304080022","420034080022","27","2"
"G42000304080023","420034080023","44","3"
"G42000304090011","420034090011","19","1"
"G42000304090012","420034090012","15","1"
"G42000304090013","420034090013","21","1"
"G42000304090014","420034090014","28","2"
"G42000304090021","420034090021","9","1"
"G42000304090022","420034090022","9","1"
"G42000304100001","420034100001","19","1"
"G42000304110011","420034110011","11","1"
"G42000304110012","420034110012","11","1"
"G42000304110021","420034110021","22","1"
"G42000304110022","420034110022","24","1"
"G42000304120021","420034120021","17","1"
"G42000304120022","420034120022","18","1"
"G42000304120031","420034120031","17","1"
"G42000304120032","420034120032","21","1"
"G42000304120033","420034120033","18","1"
"G42000304120041","420034120041","31","2"
"G42000304120042","420034120042","21","1"
"G42000304131001","420034131001","12","1"
"G42000304131002","420034131002","38","3"
"G42000304131003","420034131003","35","2"
"G42000304131004","420034131004","24","1"
"G42000304132011","420034132011","43","3"
"G42000304132012","420034132012","31","2"
"G42000304132013","420034132013","48","4"
"G42000304132021","420034132021","37","2"
"G42000304132022","420034132022","41","3"
"G42000304133001","420034133001","43","3"
"G42000304133002","420034133002","43","3"
"G42000304133003","420034133003","29","2"
"G42000304134001","420034134001","33","2"
"G42000304134002","420034134002","49","4"
"G42000304134003","420034134003","26","2"
"G42000304135001","420034135001","47","4"
"G42000304135002","420034135002","46","3"
"G42000304135003","420034135003","46","3"
"G42000304135004","420034135004","46","3"
"G42000304141011","420034141011","40","3"
"G42000304141012","420034141012","23","1"
"G42000304141013","420034141013","22","1"
"G42000304141014","420034141014","24","1"
"G42000304141021","420034141021","34","2"
"G42000304141022","420034141022","33","2"
"G42000304141023","420034141023","33","2"
"G42000304142001","420034142001","53","4"
"G42000304142002","420034142002","45","3"
"G42000304142003","420034142003","20","1"
"G42000304142004","420034142004","31","2"
"G42000304150011","420034150011","30","2"
"G42000304150012","420034150012","32","2"
"G42000304150013","420034150013","33","2"
"G42000304150021","420034150021","33","2"
"G42000304150022","420034150022","39","3"
"G42000304160001","420034160001","85","9"
"G42000304160002","420034160002","71","7"
"G42000304171001","420034171001","76","7"
"G42000304171002","420034171002","74","7"
"G42000304171003","420034171003","76","7"
"G42000304172001","420034172001","87","9"
"G42000304180001","420034180001","72","7"
"G42000304190001","420034190001","77","7"
"G42000304190002","420034190002","80","8"
"G42000304190003","420034190003","43","3"
"G42000304200001","420034200001","77","7"
"G42000304211001","420034211001","18","1"
"G42000304211002","420034211002","43","3"
"G42000304211003","420034211003","23","1"
"G42000304211004","420034211004","27","2"
"G42000304212001","420034212001","41","3"
"G42000304212002","420034212002","42","3"
"G42000304212003","420034212003","36","2"
"G42000304212004","420034212004","35","2"
"G42000304220001","420034220001","5","1"
"G42000304220002","420034220002","5","1"
"G42000304220003","420034220003","5","1"
"G42000304220004","420034220004","5","1"
"G42000304230001","420034230001","32","2"
"G42000304230002","420034230002","30","2"
"G42000304230003","420034230003","30","2"
"G42000304240001","420034240001","91","9"
"G42000304240002","420034240002","92","9"
"G42000304240003","420034240003","97","10"
"G42000304240004","420034240004","89","9"
"G42000304250001","420034250001","80","8"
"G42000304250002","420034250002","88","9"
"G42000304250003","420034250003","88","9"
"G42000304250004","420034250004","90","9"
"G42000304263001","420034263001","56","5"
"G42000304263002","420034263002","45","3"
"G42000304263003","420034263003","50","4"
"G42000304264001","420034264001","53","4"
"G42000304264002","420034264002","54","4"
"G42000304264003","420034264003","60","5"
"G42000304264004","420034264004","53","4"
"G42000304267001","420034267001","53","4"
"G42000304267002","420034267002","59","5"
"G42000304268001","420034268001","51","4"
"G42000304268002","420034268002","43","3"
"G42000304268003","420034268003","50","4"
"G42000304270001","420034270001","88","9"
"G42000304270002","420034270002","83","8"
"G42000304270003","420034270003","85","9"
"G42000304271001","420034271001","44","3"
"G42000304271002","420034271002","51","4"
"G42000304271003","420034271003","52","4"
"G42000304272001","420034272001","70","6"
"G42000304272002","420034272002","58","5"
"G42000304272003","420034272003","68","6"
"G42000304272004","420034272004","74","7"
"G42000304281001","420034281001","69","6"
"G42000304281002","420034281002","69","6"
"G42000304282001","420034282001","63","6"
"G42000304282002","420034282002","64","6"
"G42000304291001","420034291001","65","6"
"G42000304291002","420034291002","65","6"
"G42000304292011","420034292011","37","2"
"G42000304292012","420034292012","37","2"
"G42000304292021","420034292021","39","3"
"G42000304292022","420034292022","50","4"
"G42000304292023","420034292023","37","2"
"G42000304293001","420034293001","53","4"
"G42000304293002","420034293002","59","5"
"G42000304293003","420034293003","40","3"
"G42000304293004","420034293004","46","3"
"G42000304294001","420034294001","47","4"
"G42000304294002","420034294002","49","4"
"G42000304294003","420034294003","45","3"
"G42000304294004","420034294004","53","4"
"G42000304295001","420034295001","62","5"
"G42000304295002","420034295002","68","6"
"G42000304295003","420034295003","50","4"
"G42000304296001","420034296001","57","5"
"G42000304296002","420034296002","58","5"
"G42000304297001","420034297001","72","7"
"G42000304297002","420034297002","65","6"
"G42000304301001","420034301001","71","7"
"G42000304301002","420034301002","62","5"
"G42000304302001","420034302001","38","3"
"G42000304302002","420034302002","64","6"
"G42000304302003","420034302003","70","6"
"G42000304302004","420034302004","57","5"
"G42000304302005","420034302005","68","6"
"G42000304311001","420034311001","65","6"
"G42000304311002","420034311002","80","8"
"G42000304314001","420034314001","75","7"
"G42000304315001","420034315001","73","7"
"G42000304315002","420034315002","58","5"
"G42000304315003","420034315003","78","8"
"G42000304315004","420034315004","68","6"
"G42000304323001","420034323001","80","8"
"G42000304323002","420034323002","85","9"
"G42000304324001","420034324001","79","8"
"G42000304324002","420034324002","81","8"
"G42000304324003","420034324003","67","6"
"G42000304340001","420034340001","42","3"
"G42000304340002","420034340002","33","2"
"G42000304350001","420034350001","62","5"
"G42000304350002","420034350002","83","8"
"G42000304370001","420034370001","16","1"
"G42000304370002","420034370002","24","1"
"G42000304390001","420034390001","21","1"
"G42000304455001","420034455001","20","1"
"G42000304455002","420034455002","31","2"
"G42000304455003","420034455003","28","2"
"G42000304460001","420034460001","5","1"
"G42000304460002","420034460002","9","1"
"G42000304470001","420034470001","49","4"
"G42000304480001","420034480001","82","8"
"G42000304490001","420034490001","72","7"
"G42000304490002","420034490002","61","5"
"G42000304507001","420034507001","81","8"
"G42000304507002","420034507002","87","9"
"G42000304508001","420034508001","82","8"
"G42000304508002","420034508002","96","10"
"G42000304508003","420034508003","68","6"
"G42000304511011","420034511011","32","2"
"G42000304511012","420034511012","42","3"
"G42000304511021","420034511021","47","4"
"G42000304511022","420034511022","52","4"
"G42000304511023","420034511023","57","5"
"G42000304511024","420034511024","GQ-PH","GQ-PH"
"G42000304511041","420034511041","23","1"
"G42000304511042","420034511042","50","4"
"G42000304511051","420034511051","60","5"
"G42000304511052","420034511052","79","8"
"G42000304511053","420034511053","25","1"
"G42000304513001","420034513001","40","3"
"G42000304513002","420034513002","40","3"
"G42000304513003","420034513003","40","3"
"G42000304513004","420034513004","40","3"
"G42000304513005","420034513005","40","3"
"G42000304513006","420034513006","40","3"
"G42000304520001","420034520001","55","4"
"G42000304520002","420034520002","44","3"
"G42000304520003","420034520003","51","4"
"G42000304520004","420034520004","62","5"
"G42000304530031","420034530031","45","3"
"G42000304530032","420034530032","62","5"
"G42000304530041","420034530041","49","4"
"G42000304530042","420034530042","67","6"
"G42000304530043","420034530043","51","4"
"G42000304530044","420034530044","57","5"
"G42000304550001","420034550001","64","6"
"G42000304560011","420034560011","35","2"
"G42000304560012","420034560012","35","2"
"G42000304560031","420034560031","34","2"
"G42000304560032","420034560032","52","4"
"G42000304560033","420034560033","22","1"
"G42000304560034","420034560034","28","2"
"G42000304560041","420034560041","41","3"
"G42000304560042","420034560042","45","3"
"G42000304560043","420034560043","61","5"
"G42000304571001","420034571001","66","6"
"G42000304571002","420034571002","68","6"
"G42000304572001","420034572001","83","8"
"G42000304572002","420034572002","81","8"
"G42000304572003","420034572003","72","7"
"G42000304572004","420034572004","74","7"
"G42000304580011","420034580011","29","2"
"G42000304580012","420034580012","28","2"
"G42000304580021","420034580021","47","4"
"G42000304580022","420034580022","37","2"
